rolle,spieler,definition,label_de,scope_note,n,successes,rate,ci_low,ci_high,muted,shrunk_rate
QB,QB-05,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,241,32,0.13278008298755187,0.09262538019382294,0.18224746765053498,false,0.131912892528176
QB,QB-05,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,241,130,0.5394190871369294,0.4742626823780413,0.6035940062647861,false,0.5386702422429631
QB,QB-06,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",216,106,0.49074074074074076,0.4222897810054044,0.5594492959267096,false,0.49245068029236494
QB,QB-06,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,216,21,0.09722222222222222,0.06119451837553979,0.1447715218236796,false,0.10020565593523824
QB,QB-06,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,218,17,0.0779816513761468,0.04608208388421254,0.12192122966868905,false,0.0794304211604043
QB,QB-06,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,218,106,0.48623853211009177,0.41818412381482706,0.5546722296910807,false,0.48774662632887616
QB,QB-07,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",212,109,0.5141509433962265,0.44472785843100315,0.5831728055223645,false,0.5148371790363715
QB,QB-07,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,212,41,0.19339622641509435,0.14250422593212317,0.2530782303631448,false,0.19210125333947675
QB,QB-07,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,212,18,0.08490566037735849,0.05109723025257061,0.13086820195269636,false,0.08608169380437919
QB,QB-07,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,212,102,0.4811320754716981,0.41219781819325424,0.5506013035951978,false,0.48291094956298997
QB,QB-08,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",189,104,0.5502645502645502,0.47638620326034975,0.6225413148713083,false,0.5492153454576607
QB,QB-08,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,189,31,0.164021164021164,0.11424775486352928,0.22466239876389202,false,0.16405265447921527
QB,QB-08,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,189,10,0.05291005291005291,0.025660809270629508,0.09514900200629432,false,0.05582982926920694
QB,QB-08,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,189,103,0.544973544973545,0.4711083072239585,0.6174058530836023,false,0.5437499035325818
QB,QB-09,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",179,95,0.5307262569832403,0.45484287402861723,0.6055752331189407,false,0.5306553108257909
QB,QB-09,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,179,21,0.11731843575418995,0.07410812780056844,0.1737296236868162,false,0.11982263619769228
QB,QB-09,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,179,13,0.07262569832402235,0.03923484978655847,0.1209902577985581,false,0.07465680436281577
QB,QB-09,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,179,94,0.5251396648044693,0.44930517419498184,0.6001278467589053,false,0.5249006920792791
QB,QB-10,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",172,73,0.42441860465116277,0.34953221068764273,0.5019557781772049,false,0.4301860095938158
QB,QB-10,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,172,9,0.05232558139534884,0.024202655979590513,0.09700398477786203,false,0.05849713319430682
QB,QB-10,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,172,8,0.046511627906976744,0.0202914439643672,0.08958712218101755,false,0.050055692442704296
QB,QB-10,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,172,73,0.42441860465116277,0.34953221068764273,0.5019557781772049,false,0.42970456485155917
QB,QB-11,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",171,113,0.6608187134502924,0.5846114599028842,0.7313405646483181,false,0.653557203016986
QB,QB-11,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,171,22,0.1286549707602339,0.08241464073612988,0.18828447329873735,false,0.13064352619538033
QB,QB-11,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,172,20,0.11627906976744186,0.07249175046057059,0.17385924809430886,false,0.11598975837677022
QB,QB-11,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,172,113,0.6569767441860465,0.5808835049325991,0.7275539123507471,false,0.6494847846317789
QB,QB-12,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",159,92,0.5786163522012578,0.4978578317673317,0.656388536414055,false,0.575703276603991
QB,QB-12,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,159,22,0.13836477987421383,0.08878786835173809,0.2019609937824382,false,0.1399199895938689
QB,QB-12,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,159,17,0.1069182389937107,0.0635294539693843,0.1656621285447829,false,0.1071605681927348
QB,QB-12,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,159,91,0.5723270440251572,0.49154117898909083,0.6503657387395099,false,0.5692676378874779
QB,QB-13,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",146,61,0.4178082191780822,0.33680248167294585,0.5022187362159258,false,0.42496060093637483
QB,QB-13,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,146,17,0.11643835616438356,0.06931277470023083,0.17987423187186158,false,0.11952870667540924
QB,QB-13,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,149,14,0.09395973154362416,0.052325591559737206,0.15262268002475832,false,0.09503230204133448
QB,QB-13,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,149,63,0.4228187919463087,0.34240506181751756,0.5063641343852039,false,0.4289700050502124
QB,QB-14,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",145,96,0.6620689655172414,0.5789113655178882,0.7384512965347413,false,0.6535087338456418
QB,QB-14,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,145,38,0.2620689655172414,0.1926058287553204,0.34151809879665196,false,0.2557837305894441
QB,QB-14,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,145,23,0.15862068965517243,0.10328865909818032,0.22844192276230163,false,0.15554926467465924
QB,QB-14,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,145,94,0.6482758620689655,0.5646879727988019,0.7256681693114236,false,0.6400401987289276
QB,QB-15,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",131,71,0.5419847328244275,0.4527426029278781,0.6292863148260445,false,0.5410911613196772
QB,QB-15,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,131,29,0.22137404580152673,0.15354877963579402,0.30221132834480574,false,0.21735090951321873
QB,QB-15,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,131,21,0.16030534351145037,0.10205576897792501,0.23454562038175056,false,0.15680947535157574
QB,QB-15,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,131,70,0.5343511450381679,0.44518729220298187,0.6219273743342163,false,0.5333775234254168
QB,QB-16,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",122,76,0.6229508196721312,0.5307092432560433,0.7090745234804255,false,0.6158625283793521
QB,QB-16,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,122,30,0.2459016393442623,0.17246701605948503,0.3320670784076678,false,0.2397460472830594
QB,QB-16,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,122,24,0.19672131147540983,0.1302977197976005,0.27841668367793226,false,0.19022830321645592
QB,QB-16,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,122,75,0.6147540983606558,0.5223684818988802,0.7014310022102076,false,0.6076229606286649
QB,QB-17,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",121,70,0.5785123966942148,0.48538866161493,0.6677007132530866,false,0.5747622423364463
QB,QB-17,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,121,25,0.2066115702479339,0.13839536776115324,0.28970842678127945,false,0.20340823085010565
QB,QB-17,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,121,16,0.1322314049586777,0.07750978945476551,0.205838224279784,false,0.1306117253784136
QB,QB-17,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,121,70,0.5785123966942148,0.48538866161493,0.6677007132530866,false,0.574093364908273
QB,QB-18,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",107,64,0.5981308411214953,0.4989200830889026,0.6917664574063676,false,0.5922551602228587
QB,QB-18,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,107,16,0.14953271028037382,0.08795466502268867,0.23144540528174856,false,0.1508246003535371
QB,QB-18,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,114,7,0.06140350877192982,0.02504131967476312,0.12242691621974605,false,0.06540432277880791
QB,QB-18,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,114,67,0.5877192982456141,0.49168378022758263,0.6790828285423194,false,0.5823083129272885
QB,QB-19,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",91,47,0.5164835164835165,0.4092884436799959,0.6225760234396935,false,0.5177609281789552
QB,QB-19,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,91,12,0.13186813186813187,0.07003548832997956,0.21902015961883337,false,0.13511364595409744
QB,QB-19,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,91,5,0.054945054945054944,0.01807892650697888,0.1235810773183875,false,0.06049639628289288
QB,QB-19,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,91,47,0.5164835164835165,0.4092884436799959,0.6225760234396935,false,0.516893374286968
QB,QB-20,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",73,51,0.6986301369863014,0.5799884954022325,0.8005603901426165,false,0.6782392017599335
QB,QB-20,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,73,20,0.273972602739726,0.17605920216255494,0.39094136043787725,false,0.26080094266703424
QB,QB-20,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,73,8,0.1095890410958904,0.048516423720928355,0.20456432084860623,false,0.10976067499484556
QB,QB-20,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,73,49,0.6712328767123288,0.5513400135625429,0.7767432369296846,false,0.6530871181082382
QB,QB-21,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",71,45,0.6338028169014085,0.5110236686245118,0.7450423485401697,false,0.6209117746428947
QB,QB-21,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,71,25,0.352112676056338,0.24241226844247696,0.47457504042072385,false,0.32896886717733137
QB,QB-21,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,71,8,0.11267605633802817,0.04991967023273576,0.21000049366540494,false,0.11247081511817508
QB,QB-21,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,71,44,0.6197183098591549,0.49672070003439633,0.7323964405063436,false,0.6074843309010342
QB,QB-22,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",71,36,0.5070422535211268,0.38564738372981816,0.6278313090712193,false,0.5098006635317837
QB,QB-22,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,71,13,0.18309859154929578,0.10125552097842784,0.2927291351789783,false,0.18082071902918323
QB,QB-22,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,72,9,0.125,0.05878331705656031,0.22407193574325338,false,0.12329434176307538
QB,QB-22,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,72,36,0.5,0.37975711611804797,0.620242883881952,false,0.502515009792485
QB,QB-23,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",70,22,0.3142857142857143,0.2085297904317628,0.4363329704771081,false,0.3411731718259309
QB,QB-23,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,70,10,0.14285714285714285,0.07069045426686983,0.2470682477503655,false,0.145580978017048
QB,QB-23,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,70,6,0.08571428571428572,0.03210763615568735,0.1772859190971919,false,0.08887670030715225
QB,QB-23,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,70,19,0.2714285714285714,0.17199116379941853,0.3909797877058161,false,0.30257788503729705
QB,QB-24,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",55,21,0.38181818181818183,0.254091648322545,0.5227377450399373,false,0.4045208268626842
QB,QB-24,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,55,7,0.12727272727272726,0.05273518296360496,0.2448027203220339,false,0.13302274217482832
QB,QB-24,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,64,5,0.078125,0.025853840167850514,0.17297832900422086,false,0.0825694057374619
QB,QB-24,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,64,28,0.4375,0.31373475354849584,0.5672410999335402,false,0.44873284868896984
QB,QB-25,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",44,22,0.5,0.3456115734972205,0.6543884265027795,false,0.5054417360384161
QB,QB-25,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,44,13,0.29545454545454547,0.16764398122867644,0.45202184808407087,false,0.2712310785437748
QB,QB-25,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,44,4,0.09090909090909091,0.02532842170345076,0.21668658946527458,false,0.09463214860318853
QB,QB-25,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,44,20,0.45454545454545453,0.3039071135160094,0.6115278775265933,false,0.46678205190710675
QB,QB-26,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",43,18,0.4186046511627907,0.2701141227044658,0.5787304034792485,false,0.4395066744542353
QB,QB-26,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,43,7,0.16279069767441862,0.06805209446153535,0.3070108723649098,false,0.16314109889365738
QB,QB-26,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,43,8,0.18604651162790697,0.08391239977559341,0.3340144672424184,false,0.1718893589541921
QB,QB-26,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,43,18,0.4186046511627907,0.2701141227044658,0.5787304034792485,false,0.43785341137705214
QB,QB-27,baseline_hc_verbal,"HC mündliche Regel (Yards > 12 oder EPA > 0, nur Pass)","Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks), wie im HC-Workbook (mündliche Regel).",42,34,0.8095238095238095,0.6588155863958434,0.9139944055440679,false,0.7556510335783553
QB,QB-27,baseline_hc_workbook,"HC-Workbook Explosive % (Yards > 12, nur Pass)",Nenner: Pass-Attempts nach Workbook-Formel D2 = Comps + Incs + INTs (ohne Sacks).,42,5,0.11904761904761904,0.03980552894262608,0.2563166776063708,false,0.1278168892569969
QB,QB-27,explosive_epa_magnitude,Explosiveness (EPA-Magnitude auf Erfolgen),Nenner: alle Scrimmage-Plays (Lauf + Pass).,42,10,0.23809523809523808,0.12051618649217988,0.3945024290215758,false,0.2136564620110035
QB,QB-27,success_rate_epa,Success Rate (EPA > 0),Nenner: alle Scrimmage-Plays (Lauf + Pass).,42,34,0.8095238095238095,0.6588155863958434,0.9139944055440679,false,0.7539659769804571
